dataset,scope,category,activity_type,country_code,year,factor,unit,method,regulation,source,sector_code,sector_name
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by hydro,SE,2020,0.22195249,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_hydro,Electricity by hydro
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by wind,SE,2020,0.34417779,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_wind,Electricity by wind
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by petroleum and other oil derivatives,SE,2020,0.39746003,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_petroleum,Electricity by petroleum and other oil derivatives
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by biomass and waste,SE,2020,0.27783665,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_biomass,Electricity by biomass and waste
EXIOBASE_2020,SCOPE_3,spend_based,Electricity by solar photovoltaic,SE,2020,0.32987222,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_by_solar,Electricity by solar photovoltaic
EXIOBASE_2020,SCOPE_3,spend_based,Electricity nec,SE,2020,1.31205463,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,electricity_nec,Electricity nec
EXIOBASE_2020,SCOPE_3,spend_based,Transmission services of electricity,SE,2020,0.188044,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,transmission_services_of,Transmission services of electricity
EXIOBASE_2020,SCOPE_3,spend_based,Distribution and trade services of electricity,SE,2020,0.16951453,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,distribution_and_trade,Distribution and trade services of electricity
EXIOBASE_2020,SCOPE_3,spend_based,Coke oven gas,SE,2020,0.31809285,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,coke_oven_gas,Coke oven gas
EXIOBASE_2020,SCOPE_3,spend_based,Blast Furnace Gas,SE,2020,0.32859374,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,blast_furnace_gas,Blast Furnace Gas
EXIOBASE_2020,SCOPE_3,spend_based,Oxygen Steel Furnace Gas,SE,2020,0.32883623,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,oxygen_steel_furnace,Oxygen Steel Furnace Gas
EXIOBASE_2020,SCOPE_3,spend_based,Gas Works Gas,SE,2020,0.32063656,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,gas_works_gas,Gas Works Gas
EXIOBASE_2020,SCOPE_3,spend_based,Biogas,SE,2020,0.29891104,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,biogas,Biogas
EXIOBASE_2020,SCOPE_3,spend_based,Distribution services of gaseous fuels through mains,SE,2020,0.36818285,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,distribution_services_of,Distribution services of gaseous fuels through mains
EXIOBASE_2020,SCOPE_3,spend_based,Steam and hot water supply services,SE,2020,3.64456646,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,steam_and_hot,Steam and hot water supply services
EXIOBASE_2020,SCOPE_3,spend_based,"Collected and purified water, distribution services of water (41)",SE,2020,0.33329963,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,collected_and_purified,"Collected and purified water, distribution services of water (41)"
EXIOBASE_2020,SCOPE_3,spend_based,Construction work (45),SE,2020,0.20773447,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,construction_work_45,Construction work (45)
EXIOBASE_2020,SCOPE_3,spend_based,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",SE,2020,0.13324591,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sale_maintenance_repair,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
EXIOBASE_2020,SCOPE_3,spend_based,Retail trade services of motor fuel,SE,2020,0.23552471,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,retail_trade_services,Retail trade services of motor fuel
EXIOBASE_2020,SCOPE_3,spend_based,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",SE,2020,0.11590585,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wholesale_trade_and,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
EXIOBASE_2020,SCOPE_3,spend_based,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",SE,2020,0.12717304,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,retail_trade_services,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
EXIOBASE_2020,SCOPE_3,spend_based,Hotel and restaurant services (55),SE,2020,0.17585817,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,hotel_and_restaurant,Hotel and restaurant services (55)
EXIOBASE_2020,SCOPE_3,spend_based,Railway transportation services,SE,2020,0.1646906,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,railway_transportation_service,Railway transportation services
EXIOBASE_2020,SCOPE_3,spend_based,Other land transportation services,SE,2020,0.24810458,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_land_transportation,Other land transportation services
EXIOBASE_2020,SCOPE_3,spend_based,Transportation services via pipelines,SE,2020,0.2461542,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,transportation_services_via,Transportation services via pipelines
EXIOBASE_2020,SCOPE_3,spend_based,Sea and coastal water transportation services,SE,2020,1.0063798,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sea_and_coastal,Sea and coastal water transportation services
EXIOBASE_2020,SCOPE_3,spend_based,Inland water transportation services,SE,2020,0.57723546,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,inland_water_transportation,Inland water transportation services
EXIOBASE_2020,SCOPE_3,spend_based,Air transport services (62),SE,2020,0.52194401,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,air_transport_services,Air transport services (62)
EXIOBASE_2020,SCOPE_3,spend_based,Supporting and auxiliary transport services; travel agency services (63),SE,2020,0.15006833,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,supporting_and_auxiliary,Supporting and auxiliary transport services; travel agency services (63)
EXIOBASE_2020,SCOPE_3,spend_based,Post and telecommunication services (64),SE,2020,0.05934559,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,post_and_telecommunication,Post and telecommunication services (64)
EXIOBASE_2020,SCOPE_3,spend_based,"Financial intermediation services, except insurance and pension funding services (65)",SE,2020,0.04145146,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,financial_intermediation_servi,"Financial intermediation services, except insurance and pension funding services (65)"
EXIOBASE_2020,SCOPE_3,spend_based,"Insurance and pension funding services, except compulsory social security services (66)",SE,2020,0.0387086,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,insurance_and_pension,"Insurance and pension funding services, except compulsory social security services (66)"
EXIOBASE_2020,SCOPE_3,spend_based,Services auxiliary to financial intermediation (67),SE,2020,0.07351562,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,services_auxiliary_to,Services auxiliary to financial intermediation (67)
EXIOBASE_2020,SCOPE_3,spend_based,Real estate services (70),SE,2020,0.10966655,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,real_estate_services,Real estate services (70)
EXIOBASE_2020,SCOPE_3,spend_based,Renting services of machinery and equipment without operator and of personal and household goods (71),SE,2020,0.15695992,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,renting_services_of,Renting services of machinery and equipment without operator and of personal and household goods (71)
EXIOBASE_2020,SCOPE_3,spend_based,Computer and related services (72),SE,2020,0.06729643,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,computer_and_related,Computer and related services (72)
EXIOBASE_2020,SCOPE_3,spend_based,Research and development services (73),SE,2020,0.11711401,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,research_and_development,Research and development services (73)
EXIOBASE_2020,SCOPE_3,spend_based,Other business services (74),SE,2020,0.10688443,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_business_services,Other business services (74)
EXIOBASE_2020,SCOPE_3,spend_based,Public administration and defence services; compulsory social security services (75),SE,2020,0.08968036,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,public_administration_and,Public administration and defence services; compulsory social security services (75)
EXIOBASE_2020,SCOPE_3,spend_based,Education services (80),SE,2020,0.0585287,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,education_services_80,Education services (80)
EXIOBASE_2020,SCOPE_3,spend_based,Health and social work services (85),SE,2020,0.07133216,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,health_and_social,Health and social work services (85)
EXIOBASE_2020,SCOPE_3,spend_based,Food waste for treatment: incineration,SE,2020,0.24177456,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_waste_for,Food waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Paper waste for treatment: incineration,SE,2020,0.23588446,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,paper_waste_for,Paper waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Plastic waste for treatment: incineration,SE,2020,0.14397022,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,plastic_waste_for,Plastic waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Intert/metal waste for treatment: incineration,SE,2020,0.26305168,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,intert/metal_waste_for,Intert/metal waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Textiles waste for treatment: incineration,SE,2020,0.41349084,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,textiles_waste_for,Textiles waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Wood waste for treatment: incineration,SE,2020,0.23243842,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wood_waste_for,Wood waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Oil/hazardous waste for treatment: incineration,SE,2020,0.78815468,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,oil/hazardous_waste_for,Oil/hazardous waste for treatment: incineration
EXIOBASE_2020,SCOPE_3,spend_based,Food waste for treatment: biogasification and land application,SE,2020,0.19936583,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_waste_for,Food waste for treatment: biogasification and land application
EXIOBASE_2020,SCOPE_3,spend_based,Paper waste for treatment: biogasification and land application,SE,2020,0.53885166,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,paper_waste_for,Paper waste for treatment: biogasification and land application
EXIOBASE_2020,SCOPE_3,spend_based,Sewage sludge for treatment: biogasification and land application,SE,2020,0.20698688,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sewage_sludge_for,Sewage sludge for treatment: biogasification and land application
EXIOBASE_2020,SCOPE_3,spend_based,Food waste for treatment: composting and land application,SE,2020,0.62188347,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_waste_for,Food waste for treatment: composting and land application
EXIOBASE_2020,SCOPE_3,spend_based,Paper and wood waste for treatment: composting and land application,SE,2020,0.21173035,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,paper_and_wood,Paper and wood waste for treatment: composting and land application
EXIOBASE_2020,SCOPE_3,spend_based,Food waste for treatment: waste water treatment,SE,2020,0.35699149,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_waste_for,Food waste for treatment: waste water treatment
EXIOBASE_2020,SCOPE_3,spend_based,Other waste for treatment: waste water treatment,SE,2020,0.43603536,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_waste_for,Other waste for treatment: waste water treatment
EXIOBASE_2020,SCOPE_3,spend_based,Food waste for treatment: landfill,SE,2020,34.11244259,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_waste_for,Food waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Paper for treatment: landfill,SE,2020,12.27268546,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,paper_for_treatment:,Paper for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Plastic waste for treatment: landfill,SE,2020,4.28712592,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,plastic_waste_for,Plastic waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Inert/metal/hazardous waste for treatment: landfill,SE,2020,1.81436303,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,inert/metal/hazardous_waste_fo,Inert/metal/hazardous waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Textiles waste for treatment: landfill,SE,2020,9.8289215,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,textiles_waste_for,Textiles waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Wood waste for treatment: landfill,SE,2020,3.1464124,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wood_waste_for,Wood waste for treatment: landfill
EXIOBASE_2020,SCOPE_3,spend_based,Membership organisation services n.e.c. (91),SE,2020,0.0932782,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,membership_organisation_servic,Membership organisation services n.e.c. (91)
EXIOBASE_2020,SCOPE_3,spend_based,"Recreational, cultural and sporting services (92)",SE,2020,0.11540508,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,recreational_cultural_and,"Recreational, cultural and sporting services (92)"
EXIOBASE_2020,SCOPE_3,spend_based,Other services (93),SE,2020,0.10646407,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_services_93,Other services (93)
EXIOBASE_2020,SCOPE_3,spend_based,Private households with employed persons (95),SE,2020,1.2e-05,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,private_households_with,Private households with employed persons (95)
EXIOBASE_2020,SCOPE_3,spend_based,Paddy rice,SI,2020,0.52114796,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,paddy_rice,Paddy rice
EXIOBASE_2020,SCOPE_3,spend_based,Wheat,SI,2020,2.43589548,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wheat,Wheat
EXIOBASE_2020,SCOPE_3,spend_based,Cereal grains nec,SI,2020,0.97575772,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,cereal_grains_nec,Cereal grains nec
EXIOBASE_2020,SCOPE_3,spend_based,"Vegetables, fruit, nuts",SI,2020,0.39031631,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,vegetables_fruit_nuts,"Vegetables, fruit, nuts"
EXIOBASE_2020,SCOPE_3,spend_based,Oil seeds,SI,2020,0.34738916,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,oil_seeds,Oil seeds
EXIOBASE_2020,SCOPE_3,spend_based,"Sugar cane, sugar beet",SI,2020,0.45956119,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sugar_cane_sugar,"Sugar cane, sugar beet"
EXIOBASE_2020,SCOPE_3,spend_based,Plant-based fibers,SI,2020,0.52114863,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,plant-based_fibers,Plant-based fibers
EXIOBASE_2020,SCOPE_3,spend_based,Crops nec,SI,2020,0.51609387,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,crops_nec,Crops nec
EXIOBASE_2020,SCOPE_3,spend_based,Cattle,SI,2020,3.43385026,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,cattle,Cattle
EXIOBASE_2020,SCOPE_3,spend_based,Pigs,SI,2020,0.88217411,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,pigs,Pigs
EXIOBASE_2020,SCOPE_3,spend_based,Poultry,SI,2020,0.4430662,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,poultry,Poultry
EXIOBASE_2020,SCOPE_3,spend_based,Meat animals nec,SI,2020,0.63739418,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,meat_animals_nec,Meat animals nec
EXIOBASE_2020,SCOPE_3,spend_based,Animal products nec,SI,2020,0.38822689,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,animal_products_nec,Animal products nec
EXIOBASE_2020,SCOPE_3,spend_based,Raw milk,SI,2020,1.36012753,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,raw_milk,Raw milk
EXIOBASE_2020,SCOPE_3,spend_based,"Wool, silk-worm cocoons",SI,2020,0.44868223,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wool_silk-worm_cocoons,"Wool, silk-worm cocoons"
EXIOBASE_2020,SCOPE_3,spend_based,"Products of forestry, logging and related services (02)",SI,2020,0.39328739,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_forestry,"Products of forestry, logging and related services (02)"
EXIOBASE_2020,SCOPE_3,spend_based,Fish and other fishing products; services incidental of fishing (05),SI,2020,1.6314826,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,fish_and_other,Fish and other fishing products; services incidental of fishing (05)
EXIOBASE_2020,SCOPE_3,spend_based,Coking Coal,SI,2020,0.27390444,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,coking_coal,Coking Coal
EXIOBASE_2020,SCOPE_3,spend_based,Other Bituminous Coal,SI,2020,0.27390405,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_bituminous_coal,Other Bituminous Coal
EXIOBASE_2020,SCOPE_3,spend_based,Sub-Bituminous Coal,SI,2020,2.00031319,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sub-bituminous_coal,Sub-Bituminous Coal
EXIOBASE_2020,SCOPE_3,spend_based,Patent Fuel,SI,2020,0.12780313,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,patent_fuel,Patent Fuel
EXIOBASE_2020,SCOPE_3,spend_based,Lignite/Brown Coal,SI,2020,10.96715798,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,lignite/brown_coal,Lignite/Brown Coal
EXIOBASE_2020,SCOPE_3,spend_based,BKB/Peat Briquettes,SI,2020,0.27390444,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,bkb/peat_briquettes,BKB/Peat Briquettes
EXIOBASE_2020,SCOPE_3,spend_based,"Crude petroleum and services related to crude oil extraction, excluding surveying",SI,2020,0.48351495,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,crude_petroleum_and,"Crude petroleum and services related to crude oil extraction, excluding surveying"
EXIOBASE_2020,SCOPE_3,spend_based,"Natural gas and services related to natural gas extraction, excluding surveying",SI,2020,12.11240507,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,natural_gas_and,"Natural gas and services related to natural gas extraction, excluding surveying"
EXIOBASE_2020,SCOPE_3,spend_based,Natural Gas Liquids,SI,2020,8.50076788,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,natural_gas_liquids,Natural Gas Liquids
EXIOBASE_2020,SCOPE_3,spend_based,Other Hydrocarbons,SI,2020,0.12201912,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,other_hydrocarbons,Other Hydrocarbons
EXIOBASE_2020,SCOPE_3,spend_based,Copper ores and concentrates,SI,2020,4.14913714,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,copper_ores_and,Copper ores and concentrates
EXIOBASE_2020,SCOPE_3,spend_based,Precious metal ores and concentrates,SI,2020,0.17703905,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,precious_metal_ores,Precious metal ores and concentrates
EXIOBASE_2020,SCOPE_3,spend_based,"Lead, zinc and tin ores and concentrates",SI,2020,0.15275879,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,lead_zinc_and,"Lead, zinc and tin ores and concentrates"
EXIOBASE_2020,SCOPE_3,spend_based,Stone,SI,2020,0.79398598,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,stone,Stone
EXIOBASE_2020,SCOPE_3,spend_based,Sand and clay,SI,2020,0.87104588,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sand_and_clay,Sand and clay
EXIOBASE_2020,SCOPE_3,spend_based,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",SI,2020,5.24533502,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,chemical_and_fertilizer,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
EXIOBASE_2020,SCOPE_3,spend_based,Products of meat cattle,SI,2020,1.88798965,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_meat,Products of meat cattle
EXIOBASE_2020,SCOPE_3,spend_based,Products of meat pigs,SI,2020,0.37961853,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_meat,Products of meat pigs
EXIOBASE_2020,SCOPE_3,spend_based,Products of meat poultry,SI,2020,0.16614493,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_meat,Products of meat poultry
EXIOBASE_2020,SCOPE_3,spend_based,Meat products nec,SI,2020,0.22832259,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,meat_products_nec,Meat products nec
EXIOBASE_2020,SCOPE_3,spend_based,products of Vegetable oils and fats,SI,2020,0.17442943,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,products_of_vegetable,products of Vegetable oils and fats
EXIOBASE_2020,SCOPE_3,spend_based,Dairy products,SI,2020,0.42975443,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,dairy_products,Dairy products
EXIOBASE_2020,SCOPE_3,spend_based,Processed rice,SI,2020,0.1205239,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,processed_rice,Processed rice
EXIOBASE_2020,SCOPE_3,spend_based,Sugar,SI,2020,0.30052899,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,sugar,Sugar
EXIOBASE_2020,SCOPE_3,spend_based,Food products nec,SI,2020,0.54607056,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,food_products_nec,Food products nec
EXIOBASE_2020,SCOPE_3,spend_based,Beverages,SI,2020,0.39789492,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,beverages,Beverages
EXIOBASE_2020,SCOPE_3,spend_based,Fish products,SI,2020,0.33164222,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,fish_products,Fish products
EXIOBASE_2020,SCOPE_3,spend_based,Textiles (17),SI,2020,0.36645523,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,textiles_17,Textiles (17)
EXIOBASE_2020,SCOPE_3,spend_based,Wearing apparel; furs (18),SI,2020,0.38812062,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wearing_apparel;_furs,Wearing apparel; furs (18)
EXIOBASE_2020,SCOPE_3,spend_based,Leather and leather products (19),SI,2020,0.41437486,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,leather_and_leather,Leather and leather products (19)
EXIOBASE_2020,SCOPE_3,spend_based,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),SI,2020,0.45740038,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,wood_and_products,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
EXIOBASE_2020,SCOPE_3,spend_based,Pulp,SI,2020,0.38539042,kgCO2e_per_EUR,spend_based,EXIOBASE,EXIOBASE 3.9.4 IOT_2020_pxp,pulp,Pulp
